"Town","County","Postcode"
"VICTORIA BRIDGE","TYRONE","BT784LP"
"CRUMLIN","ANTRIM","BT294JT"
"PORTADOWN","ARMAGH","BT635WU"
"COMBER","DOWN","BT235GQ"
"MILLISLE","DOWN","BT222GU"
"LONDONDERRY","LONDONDERRY","BT476SS"
"KILKEEL","DOWN","BT344HS"
"BUSHMILLS","ANTRIM","BT578AU"
"OMAGH","TYRONE","BT785LJ"
"DUNGANNON","TYRONE","BT716FT"
"MILFORD","ARMAGH","BT603RF"
"BELFAST","ANTRIM","BT97JS"
"NEWRY","DOWN","BT342ST"
"PORTBALLINTRAE","ANTRIM","BT578YX"
"PORTBALLINTRAE","ANTRIM","BT578RP"
"COLERAINE","LONDONDERRY","BT521SZ"
"LONDONDERRY","LONDONDERRY","BT475NU"
"LONDONDERRY","LONDONDERRY","BT476SF"
NA,"ANTRIM","BT538AB"
"LONDONDERRY","LONDONDERRY","BT487QG"
"COLERAINE","LONDONDERRY","BT522JZ"
"LONDONDERRY","LONDONDERRY","BT472LZ"
"CASTLEROCK","LONDONDERRY","BT514DF"
"COLERAINE","LONDONDERRY","BT513RQ"
"LONDONDERRY","LONDONDERRY","BT488FB"
"LONDONDERRY","LONDONDERRY","BT487RW"
"STRANGFORD","DOWN","BT307LJ"
"BALLYMARTIN","DOWN","BT344XJ"
"BALLYKELLY","LONDONDERRY","BT499QP"
"BELFAST","ANTRIM","BT125GF"
"NEWTOWNSAVILLE","TYRONE","BT782RP"
"COLERAINE","LONDONDERRY","BT521LX"
"NEWTOWNABBEY","ANTRIM","BT366UU"
"FIVEMILETOWN","TYRONE","BT750SD"
"DONAGHADEE","DOWN","BT210AY"
"NEWRY","DOWN","BT341TH"
NA,"ANTRIM","BT294PP"
"LONDONDERRY","LONDONDERRY","BT489EJ"
"BALLYWARD","DOWN","BT319QY"
"LARNE","ANTRIM","BT402HL"
"BALLYMENA","ANTRIM","BT422QD"
"LARNE","ANTRIM","BT402HJ"
"BALLYCASTLE","ANTRIM","BT546WG"
"MILLISLE","DOWN","BT222GS"
"DUNGANNON","TYRONE","BT703BH"
"ARMAGH","ARMAGH","BT618BZ"
"LOUGHBRICKLAND","DOWN","BT323NG"
"NEWTOWNARDS","DOWN","BT234LT"
"GROOMSPORT","DOWN","BT196PQ"
"ENNISKILLEN","FERMANAGH","BT746NS"
"COALISLAND","TYRONE","BT714UD"
"LONDONDERRY","LONDONDERRY","BT480DD"
"RANDALSTOWN","ANTRIM","BT413BA"
"DUNMURRY","ANTRIM","BT170GP"
"BELFAST","DOWN","BT86WN"
"LISBURN","DOWN","BT275RE"
"NEWTOWNABBEY","ANTRIM","BT379NT"
"BANGOR","DOWN","BT205PJ"
"BANGOR","DOWN","BT196NL"
"BANGOR","DOWN","BT204EP"
"BANGOR","DOWN","BT205LW"
"COOKSTOWN","LONDONDERRY","BT800AJ"
"MONEYMORE","LONDONDERRY","BT457TG"
"NEWTOWNABBEY","ANTRIM","BT366NU"
"NEWTOWNABBEY","ANTRIM","BT370BU"
"RANDALSTOWN","ANTRIM","BT412EH"
"GORTIN","TYRONE","BT798PQ"
"NEWTOWNABBEY","ANTRIM","BT379DH"
"NEWTOWNABBEY","ANTRIM","BT370RF"
"NEWTOWNABBEY","ANTRIM","BT370FW"
"CASTLEDERG","TYRONE","BT817BP"
"NEWTOWNABBEY","ANTRIM","BT365ET"
"MAGHERAFELT","LONDONDERRY","BT456JA"
"STEWARTSTOWN","TYRONE","BT715PA"
"CRUMLIN","ANTRIM","BT294QN"
"WHITEHEAD","ANTRIM","BT389QS"
"NEWTOWNABBEY","ANTRIM","BT365NH"
"BANGOR","DOWN","BT204HA"
"BELFAST","ANTRIM","BT133UX"
"PARKGATE","ANTRIM","BT390AF"
NA,"ANTRIM","BT412GZ"
"BELFAST","DOWN","BT147BX"
"CARRICKFERGUS","ANTRIM","BT387AE"
"NEWTOWNABBEY","ANTRIM","BT367EJ"
"STRABANE","TYRONE","BT829RQ"
"PORTBALLINTRAE","ANTRIM","BT578US"
"BELFAST","ANTRIM","BT155HA"
"LISBURN","ANTRIM","BT282WQ"
"COOKSTOWN","TYRONE","BT809NX"
"NEWTOWNABBEY","ANTRIM","BT366RL"
"OMAGH","TYRONE","BT797LT"
"OMAGH","TYRONE","BT797NA"
"CARRICKFERGUS","ANTRIM","BT387DW"
"NEWTOWNABBEY","ANTRIM","BT379HT"
"NEWTOWNABBEY","ANTRIM","BT370EJ"
"NEWTOWNABBEY","ANTRIM","BT370TZ"
"NEWTOWNABBEY","ANTRIM","BT370TW"
"BANGOR","DOWN","BT203SB"
"WHITEHEAD","ANTRIM","BT389LT"
"CARRICKFERGUS","ANTRIM","BT387LT"
"ANTRIM","ANTRIM","BT412HZ"
"NEWTOWNABBEY","ANTRIM","BT370RR"
"NEWTOWNABBEY","ANTRIM","BT370PQ"
"BANGOR","DOWN","BT204DS"
"BANGOR","DOWN","BT191DG"
"BANGOR","DOWN","BT191NP"
"CARRICKFERGUS","ANTRIM","BT387XB"
"BANGOR","DOWN","BT196AN"
"OMAGH","TYRONE","BT785NT"
"CARRICKFERGUS","ANTRIM","BT387EY"
"ANTRIM","ANTRIM","BT411HN"
"NEWTOWNABBEY","ANTRIM","BT370ER"
"HOLYWOOD","DOWN","BT180HA"
"BELFAST","ANTRIM","BT147HL"
"BELFAST","DOWN","BT55HN"
"NEWTOWNABBEY","ANTRIM","BT367XJ"
"NEWTOWNARDS","DOWN","BT238SN"
"DROMORE","TYRONE","BT783HH"
"SESKINORE","TYRONE","BT790XR"
"KESH","FERMANAGH","BT931ED"
"LISBURN","ANTRIM","BT274QD"
"BERAGH","TYRONE","BT790QQ"
"BERAGH","TYRONE","BT790UE"
"LISBURN","ANTRIM","BT281PY"
"LISBURN","ANTRIM","BT281SA"
"LISBURN","ANTRIM","BT281HY"
"LISBURN","DOWN","BT275TJ"
"BELFAST","DOWN","BT69SN"
"BELFAST","DOWN","BT55JU"
NA,"ANTRIM","BT670EA"
"MOYGASHEL","TYRONE","BT717QX"
"DUNGANNON","ARMAGH","BT716ND"
"DUNDONALD","DOWN","BT162YE"
"DUNGANNON","TYRONE","BT703AD"
"BALLYGOWAN","DOWN","BT235XU"
"BALLYWALTER","DOWN","BT222RN"
"LISBURN","DOWN","BT275NB"
"COMBER","DOWN","BT235NP"
"RANDALSTOWN","ANTRIM","BT412NB"
"PORTADOWN","ARMAGH","BT635UD"
"BANGOR","DOWN","BT196AE"
"NEWTOWNABBEY","ANTRIM","BT366PP"
"NEWTOWNABBEY","ANTRIM","BT370DH"
"NEWTOWNABBEY","ANTRIM","BT370JH"
"BANGOR","DOWN","BT203EF"
"LISBURN","ANTRIM","BT274UJ"
"BELFAST","DOWN","BT56FH"
"BELFAST","DOWN","BT57EP"
"FINTONA","TYRONE","BT782BR"
"DUNGANNON","ARMAGH","BT716PD"
"LISBURN","ANTRIM","BT282QQ"
NA,"ANTRIM","BT670JW"
"CARRICKFERGUS","ANTRIM","BT387LE"
"CARRICKFERGUS","ANTRIM","BT389RG"
"COMBER","DOWN","BT235HH"
"DUNDONALD","DOWN","BT162DQ"
"KIRCUBBIN","DOWN","BT222SW"
"BELFAST","DOWN","BT69SR"
"COMBER","DOWN","BT235LS"
"NEWTOWNARDS","DOWN","BT234RW"
"DUNDONALD","DOWN","BT162SS"
"CARRYDUFF","DOWN","BT88PD"
"COMBER","DOWN","BT236EY"
"OMAGH","TYRONE","BT782RZ"
"BELFAST","DOWN","BT69NS"
"OMAGH","TYRONE","BT781RU"
"CARRYDUFF","DOWN","BT88NT"
"DUNGANNON","TYRONE","BT701QQ"
"BELFAST","DOWN","BT57QT"
"DUNGANNON","TYRONE","BT701UG"
"DUNGANNON","TYRONE","BT701ES"
"LISBURN","ANTRIM","BT282AB"
"LISBURN","ANTRIM","BT281EZ"
"LISBURN","ANTRIM","BT283LW"
"LISBURN","ANTRIM","BT283LR"
"CRAIGAVON","ARMAGH","BT655HN"
"COMBER","DOWN","BT235RL"
"NEWTOWNARDS","DOWN","BT234RT"
"LISBURN","ANTRIM","BT275HT"
"LISNARICK","FERMANAGH","BT941JW"
"AUGHER","TYRONE","BT770BX"
"DUNGANNON","TYRONE","BT714EU"
"BELFAST","ANTRIM","BT126NR"
"NEWTOWNARDS","DOWN","BT238QL"
"DUNGANNON","TYRONE","BT715DN"
"BELFAST","DOWN","BT73EG"
"BELFAST","DOWN","BT68NZ"
"NEWTOWNARDS","DOWN","BT238JT"
"BELFAST","ANTRIM","BT71LN"
"BELFAST","DOWN","BT87RE"
"BELFAST","DOWN","BT68BS"
"MILLISLE","DOWN","BT222DH"
"SIXMILECROSS","TYRONE","BT799PY"
"BELFAST","ANTRIM","BT119QY"
"BELFAST","DOWN","BT57GH"
"BANGOR","DOWN","BT197ZQ"
"BANGOR","DOWN","BT196ZF"
"DUNMURRY","ANTRIM","BT179BL"
"BELFAST","DOWN","BT86QY"
"BELFAST","DOWN","BT86YN"
"BELFAST","ANTRIM","BT100NJ"
"BELFAST","ANTRIM","BT95FS"
"BALLYGOWAN","DOWN","BT236LS"
"DUNGANNON","ARMAGH","BT716NH"
"LISBURN","ANTRIM","BT282HU"
"LISBURN","ANTRIM","BT281SG"
NA,"ARMAGH","BT621SJ"
"BELFAST","DOWN","BT56NT"
"BELFAST","DOWN","BT86GH"
"DUNGANNON","TYRONE","BT716XD"
"LISBURN","ANTRIM","BT283BL"
"LISBURN","ANTRIM","BT281EP"
"LISBURN","ANTRIM","BT281ND"
"BELFAST","DOWN","BT68GF"
"CRAIGAVON","ARMAGH","BT641AF"
"KIRCUBBIN","DOWN","BT222QU"
"LURGAN","ARMAGH","BT668QE"
"BELFAST","DOWN","BT68LH"
"BELFAST","DOWN","BT73FQ"
"SIXMILECROSS","TYRONE","BT799BE"
"BELFAST","ANTRIM","BT119PX"
"LISBURN","ANTRIM","BT283SN"
"BELFAST","ANTRIM","BT127PQ"
"BELFAST","DOWN","BT68GP"
"BELFAST","ANTRIM","BT118PE"
"BELFAST","ANTRIM","BT118GN"
"BANGOR","DOWN","BT197ZN"
"COALISLAND","TYRONE","BT715BX"
"DUNMURRY","ANTRIM","BT170JY"
"OMAGH","TYRONE","BT790NF"
"BELFAST","ANTRIM","BT126DF"
"BELFAST","ANTRIM","BT125LS"
"BELFAST","DOWN","BT60EQ"
"DUNMURRY","ANTRIM","BT170JQ"
"BELFAST","ANTRIM","BT95PH"
"BELFAST","ANTRIM","BT119DN"
"BELFAST","ANTRIM","BT118EF"
"BELFAST","DOWN","BT42EL"
"COOKSTOWN","TYRONE","BT808QD"
"BELFAST","DOWN","BT43EB"
"BELFAST","ANTRIM","BT72DU"
"NEWTOWNARDS","DOWN","BT234UW"
"DUNDONALD","DOWN","BT162QA"
"BELFAST","ANTRIM","BT146PH"
"BELFAST","ANTRIM","BT146LZ"
"BELFAST","DOWN","BT42BY"
"KESH","TYRONE","BT930EB"
"BELFAST","DOWN","BT42QD"
"BELFAST","DOWN","BT55AJ"
"NEWTOWNARDS","DOWN","BT234UR"
"BELFAST","ANTRIM","BT148BZ"
"BELFAST","DOWN","BT43FE"
"HOLYWOOD","DOWN","BT189DL"
"BELFAST","DOWN","BT42QP"
"BELFAST","ANTRIM","BT133RF"
"HOLYWOOD","DOWN","BT189LS"
"BELFAST","ANTRIM","BT125HU"
"BELFAST","ANTRIM","BT133GT"
"BELFAST","ANTRIM","BT155DT"
"BELFAST","DOWN","BT41QS"
"BELFAST","DOWN","BT54HQ"
"DUNDONALD","DOWN","BT161RQ"
"NEWTOWNARDS","DOWN","BT237HZ"
"BELFAST","ANTRIM","BT133BE"
"DUNMURRY","ANTRIM","BT170DL"
"SIXMILECROSS","TYRONE","BT799ED"
"DUNMURRY","ANTRIM","BT179AE"
"BELFAST","DOWN","BT68DY"
"BELFAST","ANTRIM","BT147PU"
"COOKSTOWN","TYRONE","BT808LQ"
"BELFAST","ANTRIM","BT127SJ"
"NEWTOWNARDS","DOWN","BT238WQ"
"BELFAST","ANTRIM","BT96AP"
"BELFAST","DOWN","BT41DU"
"BELFAST","DOWN","BT68PD"
"BELFAST","DOWN","BT42PU"
"OMAGH","TYRONE","BT781NB"
"HOLYWOOD","DOWN","BT189JN"
"COOKSTOWN","TYRONE","BT809HE"
"BELFAST","ANTRIM","BT147QS"
"BELFAST","ANTRIM","BT154HQ"
"OMAGH","TYRONE","BT790PG"
"CRUMLIN","ANTRIM","BT294JW"
"BELFAST","ANTRIM","BT146SR"
"BELFAST","ANTRIM","BT133HA"
"COOKSTOWN","LONDONDERRY","BT808RT"
"COOKSTOWN","LONDONDERRY","BT808RU"
"BELFAST","ANTRIM","BT154EQ"
"BELFAST","DOWN","BT54FT"
"BELFAST","DOWN","BT54HN"
"NEWTOWNARDS","DOWN","BT234PX"
"COOKSTOWN","TYRONE","BT809RD"
"BELFAST","ANTRIM","BT153GJ"
"NEWTOWNARDS","DOWN","BT234NA"
"HOLYWOOD","DOWN","BT189NX"
"WARINGSTOWN","DOWN","BT667PB"
"CRAIGAVON","DOWN","BT667TZ"
"PORTADOWN","ARMAGH","BT621BU"
"SAINTFIELD","DOWN","BT247AR"
"NEWRY","DOWN","BT341UB"
"GILFORD","DOWN","BT636JB"
"CRAIGAVON","DOWN","BT667RS"
"LURGAN","ARMAGH","BT668HQ"
"BALLINAMALLARD","FERMANAGH","BT942EZ"
"DUNGANNON","TYRONE","BT717QD"
"CROSSGAR","DOWN","BT309LT"
"PORTADOWN","ARMAGH","BT623NF"
"CROSSGAR","DOWN","BT309HB"
"ARMAGH","ARMAGH","BT619AL"
"PORTAFERRY","DOWN","BT221PJ"
"LURGAN","ARMAGH","BT668PN"
"FIVEMILETOWN","TYRONE","BT750RR"
"ENNISKILLEN","FERMANAGH","BT747RQ"
"LURGAN","ARMAGH","BT668LF"
"HILLSBOROUGH","DOWN","BT266PL"
"BANBRIDGE","DOWN","BT323EU"
"HILLSBOROUGH","DOWN","BT266BA"
"LURGAN","ARMAGH","BT667DS"
"KILLINCHY","DOWN","BT236TQ"
"SAINTFIELD","DOWN","BT247LX"
"BALLYNAHINCH","DOWN","BT248XB"
"ARMAGH","ARMAGH","BT602AB"
"DOWNPATRICK","DOWN","BT306HD"
"DUNGANNON","TYRONE","BT717LQ"
"FIVEMILETOWN","TYRONE","BT750LG"
"AUGHER","TYRONE","BT702NF"
"PORTADOWN","ARMAGH","BT635AW"
"KILLYLEAGH","DOWN","BT309RS"
"BELFAST","ANTRIM","BT147NY"
"BELFAST","ANTRIM","BT146BG"
"BELFAST","DOWN","BT55NT"
"NEWTOWNARDS","DOWN","BT237AN"
"HOLYWOOD","DOWN","BT180NL"
"BELFAST","ANTRIM","BT148DX"
"BELFAST","ANTRIM","BT148HF"
"BELFAST","DOWN","BT54ED"
"BELFAST","ANTRIM","BT146EW"
"BELFAST","ANTRIM","BT155DZ"
"BELFAST","ANTRIM","BT124HX"
"OMAGH","TYRONE","BT785HG"
"CRUMLIN","ANTRIM","BT294HA"
"BELFAST","ANTRIM","BT146SB"
"BELFAST","DOWN","BT41PA"
"ARMAGH","ARMAGH","BT619DS"
"BELFAST","ANTRIM","BT127QW"
"BELFAST","ANTRIM","BT127EX"
"BELFAST","ANTRIM","BT133EB"
"BELFAST","ANTRIM","BT131QT"
"BELFAST","ANTRIM","BT124AA"
"BELFAST","ANTRIM","BT146TD"
"BELFAST","DOWN","BT54GJ"
"BELFAST","DOWN","BT54EE"
"ARMAGH","ARMAGH","BT617PJ"
"TANDRAGEE","ARMAGH","BT622BN"
NA,"DOWN","BT670LB"
"TEMPO","FERMANAGH","BT943FR"
"PORTAFERRY","DOWN","BT221QJ"
"CLOGHER","TYRONE","BT760AB"
"ARMAGH","ARMAGH","BT619DW"
"DOWNPATRICK","DOWN","BT307AB"
"DOWNPATRICK","DOWN","BT307JS"
"PORTADOWN","ARMAGH","BT623JG"
"PORTADOWN","ARMAGH","BT623EH"
"PORTADOWN","ARMAGH","BT635BT"
"PORTADOWN","ARMAGH","BT635JL"
"GILFORD","DOWN","BT636JW"
"COMBER","DOWN","BT235PT"
"BALLYGOWAN","DOWN","BT236LA"
"HILLSBOROUGH","DOWN","BT266DB"
"BANBRIDGE","DOWN","BT323SB"
"ARMAGH","ARMAGH","BT604BH"
"OMAGH","TYRONE","BT790LA"
"BALLYNAHINCH","DOWN","BT248SP"
"DOWNPATRICK","DOWN","BT308QZ"
"HILLSBOROUGH","DOWN","BT266AP"
"ARMAGH","ARMAGH","BT604QG"
"PORTADOWN","ARMAGH","BT635JU"
"PORTADOWN","ARMAGH","BT621HZ"
"ENNISKILLEN","FERMANAGH","BT745BE"
"STRABANE","TYRONE","BT820DY"
"TEMPO","FERMANAGH","BT943BS"
"NEWTOWNABBEY","ANTRIM","BT367EE"
"COALISLAND","TYRONE","BT714HY"
"NEWRY","DOWN","BT356AW"
"NEWTOWNARDS","DOWN","BT238WD"
"CLAUDY","LONDONDERRY","BT474FB"
"FORKILL","ARMAGH","BT359RJ"
"BELFAST","ANTRIM","BT97RE"
"PORTAFERRY","DOWN","BT221QP"
"BALLYCASTLE","ANTRIM","BT546AE"
"DUNGANNON","TYRONE","BT716TQ"
"BANGOR","DOWN","BT197ZX"
"AUGHNACLOY","TYRONE","BT696ES"
"BANBRIDGE","DOWN","BT323BA"
NA,"DOWN","BT180JQ"
"DONAGHADEE","DOWN","BT210LB"
"IRVINESTOWN","FERMANAGH","BT941LN"
"MAGUIRESBRIDGE","FERMANAGH","BT944JU"
"BANBRIDGE","DOWN","BT324HA"
"DESERTMARTIN","LONDONDERRY","BT455LN"
"ENNISKILLEN","FERMANAGH","BT745PD"
"COMBER","DOWN","BT236AU"
"NEWTOWNARDS","DOWN","BT234FL"
"ANNACLONE","DOWN","BT325AQ"
"BALLYCLARE","ANTRIM","BT399RB"
"PORTADOWN","ARMAGH","BT623ST"
"ENNISKILLEN","FERMANAGH","BT746NY"
"BALLYMENA","ANTRIM","BT435DB"
"TANDRAGEE","ARMAGH","BT622BA"
"WARINGSTOWN","DOWN","BT667QA"
"DOWNPATRICK","DOWN","BT309PH"
"DERRYGONNELLY","FERMANAGH","BT936GL"
"CROSSGAR","DOWN","BT309DZ"
"RICHHILL","ARMAGH","BT619NA"
"LURGAN","ARMAGH","BT666AN"
NA,"DOWN","BT670FQ"
"LURGAN","ARMAGH","BT679DD"
"TRILLICK","TYRONE","BT783RY"
"DROMORE","DOWN","BT251DS"
"ARMAGH","ARMAGH","BT601DR"
"TANDRAGEE","ARMAGH","BT622DA"
"ENNISKILLEN","FERMANAGH","BT749FT"
"CRAIGAVON","ARMAGH","BT655ED"
"ARMAGH","ARMAGH","BT601DX"
"LURGAN","ARMAGH","BT668LW"
"CLOGHY","DOWN","BT221HY"
"ENNISKILLEN","FERMANAGH","BT744DB"
"PORTAFERRY","DOWN","BT221LQ"
"BROOKEBOROUGH","FERMANAGH","BT944BJ"
"BALLYMENA","ANTRIM","BT435DH"
"BELFAST","ANTRIM","BT153JD"
"COMBER","DOWN","BT235WT"
"BANGOR","DOWN","BT205HT"
"PORTADOWN","ARMAGH","BT624AX"
"DUNMURRY","ANTRIM","BT170QL"
"MAGUIRESBRIDGE","FERMANAGH","BT944LD"
"BELFAST","ANTRIM","BT126BB"
"LISBELLAW","FERMANAGH","BT945BQ"
"CASTLEWELLAN","DOWN","BT319RF"
"NEWRY","ARMAGH","BT356PB"
"NEWTOWNABBEY","ANTRIM","BT367EU"
"BALLYMENA","ANTRIM","BT436HT"
"BALLYMENA","ANTRIM","BT449EL"
"BALLYHALBERT","DOWN","BT221GS"
NA,"ANTRIM","BT449ND"
"BELFAST","DOWN","BT72GX"
"DOWNPATRICK","DOWN","BT307WE"
"NEWCASTLE","DOWN","BT330HH"
"SAINTFIELD","DOWN","BT247DX"
"SCARVA","ARMAGH","BT636LJ"
"LISBURN","ANTRIM","BT281AF"
"LONDONDERRY","LONDONDERRY","BT472EW"
"DOWNPATRICK","DOWN","BT306BD"
"DUNGANNON","TYRONE","BT717GY"
"LONDONDERRY","LONDONDERRY","BT476BG"
"BELFAST","ANTRIM","BT133RA"
"LARNE","ANTRIM","BT401LE"
"BALLYMENA","ANTRIM","BT421FH"
"MARKETHILL","ARMAGH","BT601PJ"
"BALLYGAWLEY","TYRONE","BT702EZ"
"NEWTOWNABBEY","ANTRIM","BT364QN"
"LONDONDERRY","LONDONDERRY","BT476DQ"
"DROMORE","DOWN","BT251SF"
"BELFAST","ANTRIM","BT153PZ"
"DUNGANNON","TYRONE","BT701RP"
"BALLYMENA","ANTRIM","BT422JH"
"CRAIGAVON","DOWN","BT667XH"
"ARMAGH","ARMAGH","BT603LE"
"CRUMLIN","ANTRIM","BT294WY"
"SWATRAGH","LONDONDERRY","BT465QJ"
"BALLYMENA","ANTRIM","BT422PX"
"LAURELVALE","ARMAGH","BT622JD"
"PORTADOWN","ARMAGH","BT624AW"
"CASTLEDERG","TYRONE","BT817BW"
"ENNISKILLEN","FERMANAGH","BT747DW"
"LISNASKEA","FERMANAGH","BT920RB"
"MONEYMORE","LONDONDERRY","BT457YT"
"BELFAST","ANTRIM","BT100PA"
"BELFAST","ANTRIM","BT96JE"
"DRUMQUIN","TYRONE","BT784SY"
"DUNMURRY","ANTRIM","BT170AF"
"PORTADOWN","ARMAGH","BT621LN"
"OMAGH","TYRONE","BT785FA"
"DUNGANNON","ARMAGH","BT717LT"
"ARMAGH","ARMAGH","BT604NP"
"HILLSBOROUGH","DOWN","BT266QP"
"LONDONDERRY","LONDONDERRY","BT488BB"
"OMAGH","TYRONE","BT781RE"
"ENNISKILLEN","FERMANAGH","BT745DU"
"BELFAST","ANTRIM","BT152HH"
"RANDALSTOWN","ANTRIM","BT413LE"
"BELFAST","ANTRIM","BT118JP"
"NEWTOWNBUTLER","FERMANAGH","BT928AS"
"BELFAST","ANTRIM","BT100BA"
"TOOME","LONDONDERRY","BT413SB"
"BALLYMENA","ANTRIM","BT423HT"
"LURGAN","ARMAGH","BT668SE"
"LISBURN","ANTRIM","BT282NU"
"MAGHERAFELT","LONDONDERRY","BT456JG"
"CARRICKFERGUS","ANTRIM","BT388JH"
"FINTONA","TYRONE","BT782EG"
"OMAGH","TYRONE","BT797TJ"
"DUNGANNON","TYRONE","BT701UF"
"PLUMBRIDGE","TYRONE","BT798AW"
"RATHFRILAND","DOWN","BT345QJ"
"NEWTOWNABBEY","ANTRIM","BT370QX"
"TEMPLEPATRICK","ANTRIM","BT390BS"
"BALLYCLARE","ANTRIM","BT399XL"
"LONDONDERRY","LONDONDERRY","BT486LA"
"ARTICLAVE","LONDONDERRY","BT514TX"
"BALLYMONEY","ANTRIM","BT536TH"
"DUNNAMANAGH","TYRONE","BT820RB"
"STRABANE","TYRONE","BT829FR"
"ANTRIM","ANTRIM","BT412LT"
"NEWTOWNARDS","DOWN","BT234SG"
"GARVAGH","LONDONDERRY","BT515HA"
"NEWTOWNABBEY","ANTRIM","BT379PT"
"BALLINTOY","ANTRIM","BT546NR"
"BALLYMONEY","ANTRIM","BT537EX"
"NEWTOWNHAMILTON","ARMAGH","BT350PF"
"LONDONDERRY","LONDONDERRY","BT489JB"
"CARGAN","ANTRIM","BT436RA"
"GARVAGH","LONDONDERRY","BT515BT"
"COLERAINE","LONDONDERRY","BT513RL"
"KESH","FERMANAGH","BT931SQ"
NA,"ANTRIM","BT449HZ"
"PORTADOWN","ARMAGH","BT623EN"
"BELFAST","ANTRIM","BT100BD"
"CRAIGAVON","ARMAGH","BT655DN"
"AUGHNACLOY","TYRONE","BT696HU"
"TEMPLEPATRICK","ANTRIM","BT390EP"
"MONEYREAGH","DOWN","BT236BX"
"LOUGHGALL","ARMAGH","BT618PY"
"KILKEEL","DOWN","BT344SW"
"NEWRY","DOWN","BT342RW"
"CROSSMAGLEN","ARMAGH","BT359ER"
"NEWRY","DOWN","BT341LN"
"WARRENPOINT","DOWN","BT343SG"
"KEADY","ARMAGH","BT603RS"
"WARRENPOINT","DOWN","BT343FE"
"NEWTOWNABBEY","ANTRIM","BT366YF"
"HILLSBOROUGH","DOWN","BT266AL"
"SAINTFIELD","DOWN","BT247EJ"
"BALLYHALBERT","DOWN","BT221DN"
"HILLTOWN","DOWN","BT345LT"
"BALLYGOWAN","DOWN","BT236ND"
"BELFAST","DOWN","BT68LP"
"LISBURN","ANTRIM","BT281AW"
"ANTRIM","ANTRIM","BT411HU"
"LISNASKEA","FERMANAGH","BT920HU"
"NEWRY","ARMAGH","BT356HA"
"LISBELLAW","FERMANAGH","BT945HQ"
"DOWNPATRICK","DOWN","BT306AE"
"MIDDLETOWN","ARMAGH","BT604EZ"
"KATESBRIDGE","DOWN","BT325NP"
"DOWNPATRICK","DOWN","BT308LP"
"NEWCASTLE","DOWN","BT330TS"
"BESSBROOK","ARMAGH","BT357DP"
"ROSTREVOR","DOWN","BT343BY"
NA,"DOWN","BT191TS"
"NEWCASTLE","DOWN","BT330HX"
"BALLYMENA","ANTRIM","BT423AU"
"BANBRIDGE","DOWN","BT323LP"
"KILKEEL","DOWN","BT344EJ"
"KEADY","ARMAGH","BT602XB"
"RATHFRILAND","DOWN","BT345BS"
"BESSBROOK","ARMAGH","BT357NN"
"DUNDONALD","DOWN","BT162AB"
"BELFAST","ANTRIM","BT11PB"
"TANDRAGEE","ARMAGH","BT622JA"
"NEWTOWNBUTLER","FERMANAGH","BT928BL"
"BELFAST","ANTRIM","BT131EB"
"BALLYNAHINCH","DOWN","BT248JS"
"DUNDONALD","DOWN","BT162RX"
"NEWRY","ARMAGH","BT358QN"
"RATHFRILAND","DOWN","BT345PW"
"RATHFRILAND","DOWN","BT345DE"
"DUNMURRY","ANTRIM","BT95PD"
"BELFAST","DOWN","BT42AG"
"BALLYNAHINCH","DOWN","BT248QD"
"ARMAGH","ARMAGH","BT602NR"
"BANGOR","DOWN","BT197YT"
"MARKETHILL","ARMAGH","BT601RL"
"RATHFRILAND","DOWN","BT345AJ"
"NEWCASTLE","DOWN","BT330DZ"
"CASTLEWELLAN","DOWN","BT319HQ"
"NEWRY","DOWN","BT342NX"
"DOWNPATRICK","DOWN","BT308PA"
"KEADY","ARMAGH","BT603HN"
"NEWRY","ARMAGH","BT356JP"
"NEWTOWNABBEY","ANTRIM","BT365DX"
"BESSBROOK","ARMAGH","BT357NL"
"BELFAST","ANTRIM","BT39BP"
"DERRYLIN","FERMANAGH","BT929LB"
"ROSTREVOR","DOWN","BT343AL"
"BANGOR","DOWN","BT191GP"
"NEWTOWNABBEY","ANTRIM","BT365JE"
"DROMORE","DOWN","BT251RS"
"BANGOR","DOWN","BT204DT"
"ANNACLONE","DOWN","BT325AL"
"FORKILL","ARMAGH","BT359SP"
"KILKEEL","DOWN","BT344LQ"
"CRUMLIN","ANTRIM","BT294QP"
"GILFORD","DOWN","BT636BN"
"COOKSTOWN","TYRONE","BT809HA"
"LONDONDERRY","LONDONDERRY","BT480HH"
"BELFAST","DOWN","BT57GY"
"WARINGSTOWN","DOWN","BT667SN"
"BALLYWARD","DOWN","BT319UA"
"ANTRIM","ANTRIM","BT412UX"
"ENNISKILLEN","FERMANAGH","BT746FY"
"ROSTREVOR","DOWN","BT343UW"
"POYNTZPASS","ARMAGH","BT356RQ"
"BELFAST","ANTRIM","BT179FE"
"AUGHNACLOY","TYRONE","BT696HT"
"CABRA","DOWN","BT345RG"
"HAMILTONSBAWN","ARMAGH","BT601DE"
"LISBURN","ANTRIM","BT283GR"
"CARRYDUFF","DOWN","BT88FJ"
"OMAGH","TYRONE","BT797WN"
"BELFAST","ANTRIM","BT96JS"
"BALLYMENA","ANTRIM","BT437BA"
"WARINGSTOWN","DOWN","BT667GS"
"MOY","TYRONE","BT717FA"
"BELFAST","DOWN","BT42BA"
